split_group,dataset_origin,uploader,split,fold,recording_count,no_cough_count,cough_count,new_fsd50k_cough_count
FSD50K_UPLOADER::evgenyemelyanov,FSD50K,EvgenyEmelyanov,train,0,2,2,0,0
FSD50K_UPLOADER::evil-dog,FSD50K,Evil-Dog,train,1,2,2,0,0
FSD50K_UPLOADER::evsecrets,FSD50K,evsecrets,train,1,1,1,0,0
FSD50K_UPLOADER::ewrandom,FSD50K,ewrandom,train,2,1,1,0,0
FSD50K_UPLOADER::exuberate,FSD50K,exuberate,train,4,3,3,0,0
FSD50K_UPLOADER::eyenorth,FSD50K,eyenorth,test,-1,1,1,0,0
FSD50K_UPLOADER::ezequieltm,FSD50K,ezequielTM,test,-1,1,1,0,0
FSD50K_UPLOADER::fabiopx,FSD50K,fabiopx,validation,-1,3,3,0,0
FSD50K_UPLOADER::fairhavencollection,FSD50K,FairhavenCollection,train,2,3,3,0,0
FSD50K_UPLOADER::fallujahqc,FSD50K,FallujahQc,validation,-1,2,2,0,0
FSD50K_UPLOADER::fantozzi,FSD50K,Fantozzi,train,0,12,12,0,0
FSD50K_UPLOADER::farbe1001,FSD50K,farbe1001,train,4,1,1,0,0
FSD50K_UPLOADER::fartmaster666,FSD50K,Fartmaster666,train,1,15,15,0,0
FSD50K_UPLOADER::fatimasalas94,FSD50K,FatimaSalas94,train,3,1,0,1,1
FSD50K_UPLOADER::fauxpress,FSD50K,fauxpress,test,-1,1,1,0,0
FSD50K_UPLOADER::fawfulgrox,FSD50K,FawfulGrox,train,4,1,1,0,0
FSD50K_UPLOADER::fedor_ogon,FSD50K,Fedor_Ogon,train,4,1,0,1,1
FSD50K_UPLOADER::felipe.j,FSD50K,felipe.j,train,3,5,5,0,0
FSD50K_UPLOADER::felipelnv,FSD50K,felipelnv,test,-1,1,1,0,0
FSD50K_UPLOADER::fenniless,FSD50K,fenniless,train,0,1,1,0,0
FSD50K_UPLOADER::ferdinger,FSD50K,Ferdinger,train,2,4,4,0,0
FSD50K_UPLOADER::ferguido,FSD50K,Ferguido,validation,-1,2,2,0,0
FSD50K_UPLOADER::ficheland,FSD50K,ficheland,validation,-1,1,1,0,0
FSD50K_UPLOADER::fiddlingaround121,FSD50K,FiddlingAround121,train,4,2,2,0,0
FSD50K_UPLOADER::fiditg,FSD50K,Fiditg,train,1,1,1,0,0
FSD50K_UPLOADER::fielastro,FSD50K,fielastro,train,3,1,1,0,0
FSD50K_UPLOADER::fillsoko,FSD50K,FillSoko,train,1,4,4,0,0
FSD50K_UPLOADER::filmfan87,FSD50K,filmfan87,train,4,1,1,0,0
FSD50K_UPLOADER::finalcrystine,FSD50K,finalCrystine,train,1,2,2,0,0
FSD50K_UPLOADER::finestship,FSD50K,finestship,train,0,2,2,0,0
FSD50K_UPLOADER::fins,FSD50K,fins,test,-1,2,2,0,0
FSD50K_UPLOADER::firefreak,FSD50K,firefreak,train,3,1,1,0,0
FSD50K_UPLOADER::fishdog,FSD50K,Fishdog,train,2,2,2,0,0
FSD50K_UPLOADER::flathill,FSD50K,FlatHill,validation,-1,1,1,0,0
FSD50K_UPLOADER::fley.erm,FSD50K,fley.erm,train,3,5,5,0,0
FSD50K_UPLOADER::flogman,FSD50K,flogman,validation,-1,4,4,0,0
FSD50K_UPLOADER::flood-mix,FSD50K,flood-mix,train,4,1,1,0,0
FSD50K_UPLOADER::florian_reinke,FSD50K,florian_reinke,validation,-1,2,2,0,0
FSD50K_UPLOADER::florianreichelt,FSD50K,florianreichelt,test,-1,1,1,0,0
FSD50K_UPLOADER::fmaudio,FSD50K,fmaudio,train,4,4,4,0,0
FSD50K_UPLOADER::fmceretta,FSD50K,fmceretta,train,2,1,0,1,1
FSD50K_UPLOADER::fngersounds,FSD50K,FngerSounds,validation,-1,3,3,0,0
FSD50K_UPLOADER::fons,FSD50K,fons,train,0,5,5,0,0
FSD50K_UPLOADER::foolboymedia,FSD50K,FoolBoyMedia,test,-1,10,10,0,0
FSD50K_UPLOADER::foongaz,FSD50K,foongaz,train,1,1,1,0,0
FSD50K_UPLOADER::fortnight,FSD50K,fortnight,validation,-1,1,1,0,0
FSD50K_UPLOADER::fractalstudios,FSD50K,FractalStudios,train,2,7,7,0,0
FSD50K_UPLOADER::fraioscar,FSD50K,fraioscar,train,3,2,2,0,0
FSD50K_UPLOADER::framing_noise,FSD50K,Framing_Noise,train,3,2,2,0,0
FSD50K_UPLOADER::fratz,FSD50K,Fratz,train,4,26,15,11,11
FSD50K_UPLOADER::fredsonic,FSD50K,fredsonic,train,0,1,1,0,0
FSD50K_UPLOADER::freeicecream12@gmail.com,FSD50K,freeicecream12@gmail.com,test,-1,2,2,0,0
FSD50K_UPLOADER::freeman213sg,FSD50K,Freeman213SG,train,1,2,2,0,0
FSD50K_UPLOADER::freemaster2,FSD50K,freemaster2,train,4,10,10,0,0
FSD50K_UPLOADER::freesoundjon01,FSD50K,freesoundjon01,validation,-1,1,1,0,0
FSD50K_UPLOADER::freqman,FSD50K,FreqMan,train,2,34,33,1,1
FSD50K_UPLOADER::frogprince79,FSD50K,FrogPrince79,train,3,11,11,0,0
FSD50K_UPLOADER::frostyfrost,FSD50K,FrostyFrost,train,0,2,1,1,1
FSD50K_UPLOADER::fthgurdy,FSD50K,fthgurdy,train,1,2,2,0,0
FSD50K_UPLOADER::ftpalad,FSD50K,ftpalad,train,2,4,4,0,0
FSD50K_UPLOADER::fugeni,FSD50K,Fugeni,train,4,1,1,0,0
FSD50K_UPLOADER::funwithsound,FSD50K,FunWithSound,train,3,24,24,0,0
FSD50K_UPLOADER::fusarof,FSD50K,fusarof,train,2,1,1,0,0
FSD50K_UPLOADER::fuzzy_pause,FSD50K,Fuzzy_Pause,train,0,2,2,0,0
FSD50K_UPLOADER::fynixx,FSD50K,Fynixx,validation,-1,8,8,0,0
FSD50K_UPLOADER::g_lowing,FSD50K,g_lowing,train,1,1,1,0,0
FSD50K_UPLOADER::gabirel,FSD50K,gabirel,train,3,2,2,0,0
FSD50K_UPLOADER::gabrielaraujo,FSD50K,GabrielAraujo,train,2,1,1,0,0
FSD50K_UPLOADER::gabrielaupf,FSD50K,GabrielaUPF,test,-1,6,6,0,0
FSD50K_UPLOADER::gadzooks,FSD50K,gadzooks,test,-1,2,2,0,0
FSD50K_UPLOADER::gagaman,FSD50K,GagaMan,train,4,2,2,0,0
FSD50K_UPLOADER::gallershades,FSD50K,GallerShades,validation,-1,1,1,0,0
FSD50K_UPLOADER::gandahar,FSD50K,gandahar,train,0,1,1,0,0
FSD50K_UPLOADER::garnern,FSD50K,garnern,train,1,1,1,0,0
FSD50K_UPLOADER::garybard,FSD50K,GaryBard,train,2,1,1,0,0
FSD50K_UPLOADER::gauraa,FSD50K,Gauraa,train,3,2,2,0,0
FSD50K_UPLOADER::gb01,FSD50K,GB01,validation,-1,8,8,0,0
FSD50K_UPLOADER::gear-richie,FSD50K,Gear-Richie,train,4,1,1,0,0
FSD50K_UPLOADER::genel,FSD50K,genel,test,-1,4,4,0,0
FSD50K_UPLOADER::geoneo0,FSD50K,geoneo0,validation,-1,11,11,0,0
FSD50K_UPLOADER::georgeantoniv,FSD50K,Georgeantoniv,test,-1,1,1,0,0
FSD50K_UPLOADER::geraldfiebig,FSD50K,geraldfiebig,train,0,10,10,0,0
FSD50K_UPLOADER::gerardcatala,FSD50K,gerardcatala,validation,-1,2,2,0,0
FSD50K_UPLOADER::gerlod,FSD50K,gerlod,train,4,2,2,0,0
FSD50K_UPLOADER::gerrygregory,FSD50K,gerrygregory,train,1,1,1,0,0
FSD50K_UPLOADER::getos,FSD50K,Getos,validation,-1,1,1,0,0
FSD50K_UPLOADER::gfrog,FSD50K,gfrog,train,2,1,1,0,0
FSD50K_UPLOADER::ghaelen,FSD50K,ghaelen,train,3,3,3,0,0
FSD50K_UPLOADER::gheorghelaza,FSD50K,Gheorghelaza,train,4,1,1,0,0
FSD50K_UPLOADER::ghostcake,FSD50K,ghostcake,train,2,1,1,0,0
FSD50K_UPLOADER::giddster,FSD50K,giddster,train,0,7,7,0,0
FSD50K_UPLOADER::gildacuevas,FSD50K,GildaCuevas,train,1,1,1,0,0
FSD50K_UPLOADER::giocosound,FSD50K,GiocoSound,test,-1,4,4,0,0
FSD50K_UPLOADER::giovanniprovenzale,FSD50K,GiovanniProvenzale,train,3,1,1,0,0
FSD50K_UPLOADER::girlwithsoundrecorder,FSD50K,GirlWithSoundRecorder,validation,-1,1,1,0,0
FSD50K_UPLOADER::gitanki,FSD50K,Gitanki,train,3,1,1,0,0
FSD50K_UPLOADER::gladkiy,FSD50K,gladkiy,train,4,2,2,0,0
FSD50K_UPLOADER::glennm,FSD50K,GlennM,train,1,10,10,0,0
FSD50K_UPLOADER::glitchedtones,FSD50K,Glitchedtones,train,2,17,17,0,0
FSD50K_UPLOADER::gloriaeffect,FSD50K,gloriaeffect,train,3,2,2,0,0
FSD50K_UPLOADER::gloriagypsy,FSD50K,gloriagypsy,train,0,3,3,0,0
FSD50K_UPLOADER::gmarchisio,FSD50K,gmarchisio,train,2,6,6,0,0
FSD50K_UPLOADER::gnrja,FSD50K,gnrja,train,4,2,2,0,0
FSD50K_UPLOADER::goblinjack,FSD50K,goblinjack,test,-1,1,1,0,0
FSD50K_UPLOADER::godowan,FSD50K,Godowan,train,0,12,12,0,0
FSD50K_UPLOADER::goingnowhereeatingthings,FSD50K,goingnowhereeatingthings,test,-1,4,4,0,0
FSD50K_UPLOADER::goose278,FSD50K,goose278,train,4,1,1,0,0
FSD50K_UPLOADER::gorky173,FSD50K,Gorky173,validation,-1,1,1,0,0
FSD50K_UPLOADER::goup_1,FSD50K,Goup_1,train,1,1,1,0,0
FSD50K_UPLOADER::grantorino551,FSD50K,grantorino551,validation,-1,1,0,1,1
FSD50K_UPLOADER::greencouch,FSD50K,Greencouch,train,0,23,23,0,0
FSD50K_UPLOADER::gregconquest,FSD50K,gregconquest,test,-1,1,1,0,0
FSD50K_UPLOADER::gregswinford,FSD50K,gregswinford,train,2,1,1,0,0
FSD50K_UPLOADER::greyorgray15,FSD50K,greyorgray15,train,3,1,1,0,0
FSD50K_UPLOADER::grigore,FSD50K,Grigore,train,2,2,2,0,0
FSD50K_UPLOADER::growlerr,FSD50K,growlerr,train,4,3,3,0,0
FSD50K_UPLOADER::grubzyy,FSD50K,Grubzyy,train,0,2,2,0,0
FSD50K_UPLOADER::gsg23,FSD50K,GSG23,test,-1,1,1,0,0
FSD50K_UPLOADER::gtsorbo,FSD50K,gtsorbo,train,1,2,2,0,0
FSD50K_UPLOADER::guamorims,FSD50K,guamorims,validation,-1,2,2,0,0
FSD50K_UPLOADER::guichegancas,FSD50K,guichegancas,train,4,1,1,0,0
FSD50K_UPLOADER::guillem_abello,FSD50K,guillem_abello,train,3,1,1,0,0
FSD50K_UPLOADER::guilleyz,FSD50K,Guilleyz,train,2,1,1,0,0
FSD50K_UPLOADER::gunnbladez,FSD50K,gunnbladez,test,-1,1,1,0,0
FSD50K_UPLOADER::gurkboll,FSD50K,gurkboll,train,0,1,1,0,0
FSD50K_UPLOADER::guyburns,FSD50K,guyburns,validation,-1,3,3,0,0
FSD50K_UPLOADER::h0_x,FSD50K,h0_x,train,1,2,2,0,0
FSD50K_UPLOADER::hadders,FSD50K,hadders,train,3,1,1,0,0
FSD50K_UPLOADER::hakman73,FSD50K,HakMan73,train,4,1,1,0,0
FSD50K_UPLOADER::halleck,FSD50K,Halleck,train,0,2,2,0,0
FSD50K_UPLOADER::han1,FSD50K,han1,validation,-1,1,1,0,0
FSD50K_UPLOADER::handfan,FSD50K,Handfan,train,1,1,1,0,0
FSD50K_UPLOADER::hannagreen,FSD50K,hannagreen,train,2,2,2,0,0
FSD50K_UPLOADER::hanneswannerberger,FSD50K,hanneswannerberger,train,4,1,1,0,0
FSD50K_UPLOADER::happy_boozer,FSD50K,happy_boozer,train,3,2,2,0,0
FSD50K_UPLOADER::hard3eat,FSD50K,Hard3eat,train,1,2,2,0,0
FSD50K_UPLOADER::hargissssound,FSD50K,hargissssound,train,0,1,1,0,0
FSD50K_UPLOADER::harleto,FSD50K,harleto,train,3,2,2,0,0
FSD50K_UPLOADER::harri,FSD50K,harri,validation,-1,2,2,0,0
FSD50K_UPLOADER::harris85,FSD50K,Harris85,train,0,1,0,1,1
FSD50K_UPLOADER::harrybates01,FSD50K,harrybates01,train,1,3,3,0,0
FSD50K_UPLOADER::harveyjnz,FSD50K,harveyjnz,train,2,1,1,0,0
FSD50K_UPLOADER::hasselundin,FSD50K,HasseLundin,train,3,1,1,0,0
FSD50K_UPLOADER::haxxar,FSD50K,Haxxar,test,-1,1,1,0,0
FSD50K_UPLOADER::haydensayshi123,FSD50K,haydensayshi123,test,-1,1,1,0,0
FSD50K_UPLOADER::hbsa,FSD50K,HBSA,train,0,10,10,0,0
FSD50K_UPLOADER::hebrewsheol,FSD50K,hebrewsheol,test,-1,1,1,0,0
FSD50K_UPLOADER::hello_flowers,FSD50K,hello_flowers,train,4,7,7,0,0
FSD50K_UPLOADER::henrique85n,FSD50K,henrique85n,validation,-1,1,1,0,0
FSD50K_UPLOADER::herbertboland,FSD50K,HerbertBoland,train,3,24,24,0,0
FSD50K_UPLOADER::heyim89yearsold,FSD50K,heyim89yearsold,train,0,5,5,0,0
FSD50K_UPLOADER::hgseidl,FSD50K,hgseidl,train,1,1,1,0,0
FSD50K_UPLOADER::higorfariass_,FSD50K,higorfariass_,train,1,1,1,0,0
FSD50K_UPLOADER::hintringer,FSD50K,hintringer,validation,-1,3,3,0,0
FSD50K_UPLOADER::hitrison,FSD50K,Hitrison,train,2,2,2,0,0
FSD50K_UPLOADER::hjkloom11,FSD50K,Hjkloom11,train,4,1,1,0,0
FSD50K_UPLOADER::hkkit,FSD50K,HKKIT,train,1,1,1,0,0
FSD50K_UPLOADER::hmilleo,FSD50K,hmilleo,train,3,1,1,0,0
FSD50K_UPLOADER::hmoosher,FSD50K,hmoosher,train,2,1,1,0,0
FSD50K_UPLOADER::hmsschoolwork2,FSD50K,hmsschoolwork2,train,0,1,1,0,0
FSD50K_UPLOADER::hockinfinger,FSD50K,Hockinfinger,train,2,1,1,0,0
FSD50K_UPLOADER::hoerspielgerrit,FSD50K,hoerspielgerrit,train,4,1,1,0,0
FSD50K_UPLOADER::hoerspielwerkstatt_hef,FSD50K,Hoerspielwerkstatt_HEF,train,1,4,4,0,0
FSD50K_UPLOADER::holly6674,FSD50K,Holly6674,train,0,1,1,0,0
FSD50K_UPLOADER::holyshin,FSD50K,holyshin,validation,-1,1,1,0,0
FSD50K_UPLOADER::hondajkt,FSD50K,hondajkt,train,2,1,1,0,0
FSD50K_UPLOADER::hookhead,FSD50K,hookhead,train,3,1,1,0,0
FSD50K_UPLOADER::housed1j,FSD50K,Housed1J,train,4,5,5,0,0
FSD50K_UPLOADER::hpnoler,FSD50K,HPNoler,train,1,1,1,0,0
FSD50K_UPLOADER::hsaunier10,FSD50K,hsaunier10,train,0,1,1,0,0
FSD50K_UPLOADER::hubertmichel,FSD50K,hubertmichel,train,2,4,4,0,0
FSD50K_UPLOADER::hukleesyr,FSD50K,hukleesyr,test,-1,3,3,0,0
FSD50K_UPLOADER::hullum,FSD50K,hullum,train,3,2,2,0,0
FSD50K_UPLOADER::humga,FSD50K,humga,train,4,1,1,0,0
FSD50K_UPLOADER::huminaatio,FSD50K,Huminaatio,train,1,5,5,0,0
FSD50K_UPLOADER::hunter4708,FSD50K,HunteR4708,test,-1,2,2,0,0
FSD50K_UPLOADER::hupguy,FSD50K,Hupguy,validation,-1,2,2,0,0
FSD50K_UPLOADER::husky70,FSD50K,husky70,train,2,4,2,2,2
FSD50K_UPLOADER::hyderpotter,FSD50K,hyderpotter,train,3,4,4,0,0
FSD50K_UPLOADER::hypernovajm,FSD50K,hypernovajm,train,4,2,2,0,0
FSD50K_UPLOADER::hypocore,FSD50K,hypocore,train,0,2,2,0,0
FSD50K_UPLOADER::hz37,FSD50K,hz37,test,-1,1,1,0,0
FSD50K_UPLOADER::ialexs,FSD50K,ialexs,validation,-1,1,1,0,0
FSD50K_UPLOADER::iamadam19,FSD50K,iamadam19,train,3,1,1,0,0
FSD50K_UPLOADER::iamgiorgio,FSD50K,Iamgiorgio,validation,-1,10,10,0,0
FSD50K_UPLOADER::iamshort,FSD50K,iamshort,train,4,1,1,0,0
FSD50K_UPLOADER::iamslenderman,FSD50K,iamslenderman,train,1,1,1,0,0
FSD50K_UPLOADER::iberian_runa,FSD50K,Iberian_Runa,test,-1,1,1,0,0
FSD50K_UPLOADER::iceofdoom,FSD50K,Iceofdoom,train,2,7,7,0,0
FSD50K_UPLOADER::icmusic,FSD50K,icmusic,train,2,1,1,0,0
FSD50K_UPLOADER::idepe,FSD50K,idepe,train,0,1,1,0,0
FSD50K_UPLOADER::ifartinurgeneraldirection,FSD50K,IFartInUrGeneralDirection,train,3,327,326,1,1
FSD50K_UPLOADER::ig88gov,FSD50K,IG88Gov,train,4,2,2,0,0
FSD50K_UPLOADER::ignotus,FSD50K,ignotus,test,-1,2,2,0,0
FSD50K_UPLOADER::iimck,FSD50K,iimck,train,4,4,4,0,0
FSD50K_UPLOADER::ilame,FSD50K,ilame,train,0,1,1,0,0
FSD50K_UPLOADER::imitatia dei,FSD50K,Imitatia Dei,train,1,1,1,0,0
FSD50K_UPLOADER::imthemap,FSD50K,imthemap,validation,-1,1,1,0,0
FSD50K_UPLOADER::inbeeld,FSD50K,inbeeld,train,2,3,3,0,0
FSD50K_UPLOADER::inchadney,FSD50K,inchadney,test,-1,2,2,0,0
FSD50K_UPLOADER::indianaparkwars,FSD50K,IndianaParkWars,train,0,1,1,0,0
FSD50K_UPLOADER::inequation,FSD50K,IneQuation,train,3,1,1,0,0
FSD50K_UPLOADER::ingolyrio,FSD50K,ingolyrio,validation,-1,4,4,0,0
FSD50K_UPLOADER::inishbushka,FSD50K,InishBushka,train,4,1,1,0,0
FSD50K_UPLOADER::inkahootz81,FSD50K,Inkahootz81,validation,-1,1,1,0,0
FSD50K_UPLOADER::inseedee,FSD50K,inseedee,validation,-1,1,1,0,0
FSD50K_UPLOADER::insintesi,FSD50K,InSintesi,train,1,1,1,0,0
FSD50K_UPLOADER::inspectorj,FSD50K,InspectorJ,train,0,42,42,0,0
FSD50K_UPLOADER::intimidated,FSD50K,Intimidated,train,2,3,3,0,0
FSD50K_UPLOADER::iokera,FSD50K,iokera,train,2,1,1,0,0
FSD50K_UPLOADER::ipaddeh,FSD50K,IPaddeh,train,3,3,3,0,0
FSD50K_UPLOADER::irenearandapares,FSD50K,irenearandapares,train,4,5,5,0,0
FSD50K_UPLOADER::ishao,FSD50K,ishao,train,0,1,1,0,0
FSD50K_UPLOADER::islandan,FSD50K,islandan,train,1,3,3,0,0
FSD50K_UPLOADER::israra,FSD50K,israra,train,2,1,1,0,0
FSD50K_UPLOADER::item_wars_creation,FSD50K,Item_Wars_Creation,train,3,1,1,0,0
FSD50K_UPLOADER::itsadequate,FSD50K,itsadequate,train,4,1,1,0,0
FSD50K_UPLOADER::iujhu,FSD50K,iujhu,validation,-1,5,5,0,0
FSD50K_UPLOADER::iut_paris8,FSD50K,iut_Paris8,test,-1,18,18,0,0
FSD50K_UPLOADER::ivegotmono,FSD50K,ivegotmono,train,0,1,1,0,0
FSD50K_UPLOADER::ivolipa,FSD50K,ivolipa,train,1,7,7,0,0
FSD50K_UPLOADER::iwiploppenisse,FSD50K,Iwiploppenisse,train,2,1,1,0,0
FSD50K_UPLOADER::j.zazvurek,FSD50K,J.Zazvurek,train,3,42,38,4,4
FSD50K_UPLOADER::j008b,FSD50K,j008b,train,4,1,1,0,0
FSD50K_UPLOADER::j1987,FSD50K,j1987,train,0,17,17,0,0
FSD50K_UPLOADER::jacco18,FSD50K,Jacco18,train,1,1,1,0,0
FSD50K_UPLOADER::jace,FSD50K,Jace,train,4,8,8,0,0
FSD50K_UPLOADER::jack_freedom5712,FSD50K,Jack_Freedom5712,train,2,1,0,1,1
FSD50K_UPLOADER::jacobmathiassen,FSD50K,jacobmathiassen,train,3,1,1,0,0
FSD50K_UPLOADER::jacobsteel,FSD50K,jacobsteel,train,0,1,1,0,0
FSD50K_UPLOADER::jacobvalenta,FSD50K,jacobvalenta,validation,-1,1,1,0,0
FSD50K_UPLOADER::jadester64,FSD50K,Jadester64,test,-1,1,1,0,0
FSD50K_UPLOADER::jagadamba,FSD50K,Jagadamba,test,-1,56,56,0,0
FSD50K_UPLOADER::jake williams,FSD50K,Jake Williams,validation,-1,2,2,0,0
FSD50K_UPLOADER::jaklocke,FSD50K,JakLocke,train,3,3,3,0,0
FSD50K_UPLOADER::jakobthiesen,FSD50K,jakobthiesen,train,2,3,3,0,0
FSD50K_UPLOADER::jalastram,FSD50K,jalastram,train,2,3,3,0,0
FSD50K_UPLOADER::jallenq,FSD50K,jallenq,train,3,1,1,0,0
FSD50K_UPLOADER::jamesabdulrahman,FSD50K,jamesabdulrahman,train,1,1,1,0,0
FSD50K_UPLOADER::jamesoc,FSD50K,JamesOC,train,1,1,1,0,0
FSD50K_UPLOADER::jamesrodavidson,FSD50K,jamesrodavidson,train,4,1,1,0,0
FSD50K_UPLOADER::jamitch2,FSD50K,Jamitch2,train,1,1,1,0,0
FSD50K_UPLOADER::jan.mussel,FSD50K,jan.mussel,train,3,1,1,0,0
FSD50K_UPLOADER::janisaguy,FSD50K,JanIsAGuy,test,-1,1,1,0,0
FSD50K_UPLOADER::jankoehl,FSD50K,JanKoehl,train,0,3,3,0,0
FSD50K_UPLOADER::jankooiker,FSD50K,jankooiker,validation,-1,2,2,0,0
FSD50K_UPLOADER::jaraxe,FSD50K,JarAxe,train,2,16,15,1,1
FSD50K_UPLOADER::jaredpass24,FSD50K,jaredpass24,train,2,1,1,0,0
FSD50K_UPLOADER::jarox,FSD50K,jarox,train,4,1,1,0,0
FSD50K_UPLOADER::jarredgibb,FSD50K,JarredGibb,train,1,8,8,0,0
FSD50K_UPLOADER::jasinski,FSD50K,jasinski,train,4,5,5,0,0
FSD50K_UPLOADER::jasonlon,FSD50K,jasonLON,validation,-1,1,0,1,1
FSD50K_UPLOADER::javilondio,FSD50K,javilondio,test,-1,1,1,0,0
FSD50K_UPLOADER::jawbutch,FSD50K,jawbutch,train,3,5,5,0,0
FSD50K_UPLOADER::jayfrosting,FSD50K,jayfrosting,validation,-1,9,9,0,0
FSD50K_UPLOADER::jbp,FSD50K,JBP,train,0,1,1,0,0
FSD50K_UPLOADER::jbricker1997,FSD50K,Jbricker1997,train,0,2,2,0,0
FSD50K_UPLOADER::jc144940,FSD50K,jc144940,train,2,1,1,0,0
FSD50K_UPLOADER::jcdecha,FSD50K,jcdecha,test,-1,2,2,0,0
FSD50K_UPLOADER::jcgd2,FSD50K,jcgd2,train,1,1,1,0,0
FSD50K_UPLOADER::jch321,FSD50K,JCH321,test,-1,1,1,0,0
FSD50K_UPLOADER::jdr3productions,FSD50K,jdr3productions,train,3,1,1,0,0
FSD50K_UPLOADER::jedspear,FSD50K,jedspear,test,-1,1,1,0,0
FSD50K_UPLOADER::jeffreys2,FSD50K,Jeffreys2,validation,-1,1,1,0,0
FSD50K_UPLOADER::jellegeus,FSD50K,JelleGeus,train,4,1,1,0,0
FSD50K_UPLOADER::jenpisco,FSD50K,jenpisco,train,1,1,1,0,0
FSD50K_UPLOADER::jephwallace,FSD50K,jephwallace,train,0,1,1,0,0
FSD50K_UPLOADER::jeremysykes,FSD50K,jeremysykes,train,4,1,1,0,0
FSD50K_UPLOADER::jesabat,FSD50K,jesabat,train,2,7,7,0,0
FSD50K_UPLOADER::jessepash,FSD50K,jessepash,validation,-1,2,2,0,0
FSD50K_UPLOADER::jesusxxx,FSD50K,jesusXXX,test,-1,1,1,0,0
FSD50K_UPLOADER::jgrayart,FSD50K,JGrayArt,train,3,2,2,0,0
FSD50K_UPLOADER::jgriffie919,FSD50K,jgriffie919,validation,-1,2,2,0,0
FSD50K_UPLOADER::jhumbucker,FSD50K,jhumbucker,test,-1,2,2,0,0
FSD50K_UPLOADER::jhx4mp,FSD50K,jhx4mp,train,4,1,1,0,0
FSD50K_UPLOADER::jimaward,FSD50K,JimAward,test,-1,1,1,0,0
FSD50K_UPLOADER::jimmygu3,FSD50K,jimmygu3,train,1,1,1,0,0
FSD50K_UPLOADER::jirzin,FSD50K,jirzin,train,0,1,1,0,0
FSD50K_UPLOADER::jjamespacap,FSD50K,jjamespacap,validation,-1,1,1,0,0
FSD50K_UPLOADER::jjastr1,FSD50K,jjastr1,validation,-1,1,1,0,0
FSD50K_UPLOADER::jkaas28,FSD50K,jkaas28,train,2,1,1,0,0
FSD50K_UPLOADER::jl_barrett,FSD50K,JL_barrett,train,3,16,16,0,0
FSD50K_UPLOADER::jm_at,FSD50K,Jm_at,train,4,1,1,0,0
FSD50K_UPLOADER::jmayoff,FSD50K,jmayoff,train,1,1,1,0,0
FSD50K_UPLOADER::jmdh,FSD50K,jmdh,train,0,2,2,0,0
FSD50K_UPLOADER::jmpeeples,FSD50K,jmpeeples,train,0,2,2,0,0
FSD50K_UPLOADER::joanneneedsthesound,FSD50K,joanneneedsthesound,train,3,1,1,0,0
FSD50K_UPLOADER::joaocardoso9,FSD50K,joaocardoso9,validation,-1,1,1,0,0
FSD50K_UPLOADER::joaquind,FSD50K,JOAQUIND,test,-1,2,2,0,0
FSD50K_UPLOADER::jobro,FSD50K,jobro,train,4,32,32,0,0
FSD50K_UPLOADER::jocafe,FSD50K,JoCaFe,train,3,1,1,0,0
FSD50K_UPLOADER::jochen1988,FSD50K,jochen1988,train,2,1,1,0,0
FSD50K_UPLOADER::jodybruchon,FSD50K,jodybruchon,train,4,3,3,0,0
FSD50K_UPLOADER::joeladam,FSD50K,Joeladam,train,1,1,1,0,0
FSD50K_UPLOADER::joeycorlett,FSD50K,JoeyCorlett,test,-1,1,1,0,0
FSD50K_UPLOADER::johandeecke,FSD50K,JohanDeecke,train,0,1,1,0,0
FSD50K_UPLOADER::johnnyfarmer,FSD50K,Johnnyfarmer,validation,-1,1,1,0,0
FSD50K_UPLOADER::johnnypanic,FSD50K,johnnypanic,train,3,7,7,0,0
FSD50K_UPLOADER::johonbravo,FSD50K,johonbravo,train,0,1,1,0,0
FSD50K_UPLOADER::jollysea,FSD50K,JollySea,test,-1,1,0,1,1
FSD50K_UPLOADER::joniheinonen,FSD50K,JoniHeinonen,validation,-1,1,1,0,0
FSD50K_UPLOADER::jonkalgor,FSD50K,jonkalgor,train,3,1,1,0,0
FSD50K_UPLOADER::jonnyhoff91,FSD50K,Jonnyhoff91,train,1,1,1,0,0
FSD50K_UPLOADER::jonsept,FSD50K,jonsept,validation,-1,1,1,0,0
FSD50K_UPLOADER::jontahontas,FSD50K,jontahontas,train,1,2,2,0,0
FSD50K_UPLOADER::jop9798,FSD50K,jop9798,train,2,1,1,0,0
FSD50K_UPLOADER::jorgepotter,FSD50K,jorgepotter,train,4,2,2,0,0
FSD50K_UPLOADER::jorickhoofd,FSD50K,jorickhoofd,train,0,63,63,0,0
FSD50K_UPLOADER::jos1964,FSD50K,jos1964,train,3,1,1,0,0
FSD50K_UPLOADER::jose908,FSD50K,jose908,train,4,4,4,0,0
FSD50K_UPLOADER::josethehedgehog,FSD50K,Josethehedgehog,train,1,2,1,1,1
FSD50K_UPLOADER::jospin,FSD50K,Jospin,train,2,1,1,0,0
FSD50K_UPLOADER::jph298,FSD50K,jph298,validation,-1,1,1,0,0
FSD50K_UPLOADER::jpolito,FSD50K,JPolito,test,-1,2,2,0,0
FSD50K_UPLOADER::jrssandoval,FSD50K,jrssandoval,train,3,5,5,0,0
FSD50K_UPLOADER::jsbarrett,FSD50K,jsbarrett,train,2,1,1,0,0
