split_group,split,fold,dataset_origin,uploader,n_segments,n_positive_segments,quality_split_role
COUGHVID_UUID::1cd191f3-876f-4412-a667-7e406b294af9,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::1d471862-8805-411b-bd10-2b8e9ffdf718,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::1daa39b2-4ac2-4239-8275-c8d97067734c,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::1dd3b212-e969-4ede-a9d9-f24b711e2028,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::1e3025cb-d921-485b-a08c-c2966fc4f730,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::1fb47adc-d640-4c2b-a6f2-7e1078caad81,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2089c2bd-d408-429e-9f15-138343a5cc9c,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::21519b33-26a1-48ab-95e9-290188d9d7ed,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::218f522f-d3b0-4370-a93f-e8a70d958950,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::21aee478-6d13-45ea-be4d-4f29fd244798,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::22fe63e9-7b2a-4adf-b941-844136fc1acc,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::24209c21-c5d7-42a1-905c-e594037feb43,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::24f20435-bf37-4ba8-b5e3-47c492e8f52b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::251df144-7c03-4373-80c8-a83c0e1e58d7,validation,-1,COUGHVID,,1,0,development
COUGHVID_UUID::263a8d6a-9774-4293-90bd-d68c108f1e3e,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::26ce1218-1d55-4f45-a0f5-643c0f92c2c2,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2748930a-4455-44de-8848-112d455554f7,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::27c2cc15-dd1e-455a-8bca-59794d2fe98f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::28757e31-b8f6-408c-982e-a016170ab3ef,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::28b30c43-8b77-436a-a181-9b36ec9f0553,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::28c08126-f32e-4337-b4b1-cba26602f185,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::28c76cca-15d8-490a-a785-9bbb5c21fd26,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::296446a3-d81c-4aaa-897f-d80c849b95b0,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::29b6542b-6a40-474c-9eb1-787ebfbab90d,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2a49d183-60b0-4ccf-8147-876cc291670f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2aa1d5be-0191-4540-9159-77ec1faa4094,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2bb66cf8-ae01-4f8d-93d2-3bc4b08c08f8,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2bd83c2d-0c8e-4676-8cdb-249469dcc1f1,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2cdc2530-014b-41a3-96ca-9199d9e24a90,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2cfd466b-baa2-43f2-be7a-be2fb0e6dd66,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2dd7dcf1-1065-4779-98ae-7e152ca3b1d5,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2df9d90f-7616-482f-ae5a-e0c8d3ee4289,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2e4456dd-bb47-45f7-b2ef-7b2d2f2859c6,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::2f9750bf-c157-4326-b12f-b0fd5b6ec229,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::306ec0c0-fb62-4471-a2d7-d05b752a7268,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::30f275f4-7248-4909-9753-f9d7b294d3bd,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::314cd5c3-0030-4ea1-83b3-d6845897b903,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3169ae75-df07-48b3-a04c-b33cd3b10b30,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3278e364-afdd-4c39-9126-b8b4a4caf1c5,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::32cc6e49-fdad-496d-a8c5-1239fdd31244,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::338f9eb0-d1eb-4448-b183-15d75afece8c,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::343f5818-0368-4992-b039-4ea83657b011,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::34747e4f-a116-452d-b611-eefecc0c585e,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3481b694-34fe-4b03-a529-88ef085815fd,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::34bcd0cb-bbfb-4947-84c9-79a07c28a7c1,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::34ed92ba-3dbd-4f66-9ded-3f6e6261b14b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::34fd00ad-788a-433c-a0b8-b603b33a589c,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::365cee37-08dd-4f82-b92c-6e289534f833,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::36c3a6aa-f316-41d6-996a-be2d0a9a050b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3714de53-8471-4b14-be82-58c918b7fb1b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::372846d2-d0b1-435b-bd1c-2580506dc502,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::380e3cbd-961d-42ff-9553-e902926e6740,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3933ed20-16d9-47b0-aaa2-9c96bde0a36c,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::39791f26-0507-4862-ada4-369e28225207,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::39dde9fb-3225-40e4-b8dd-9173f435930d,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::39e4cc19-0db4-492a-b580-9fc4e4ab62ea,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::39f05085-26dd-4d30-b7e3-13579c35404c,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3b4e25eb-d3da-4ae2-a8ed-3eed58d11167,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3b8a7440-02ad-4df4-99e2-7edb97c52c0a,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3c6cfda1-3fe9-403d-b5d1-7797420debe2,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3c972e12-912b-4f15-97f5-c52de2ed4f36,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3d1a50bb-5d38-459e-91a0-e57c3ac04e45,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3da2ac89-e005-4515-a05f-1465958e489f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3deed1f8-085b-4531-92f1-c03ec500802a,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3df1981c-e380-40bd-ab27-4465eee42d27,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3ed5641c-6d4c-4ae9-bb37-7aa69eac6e92,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::3f582004-aa52-4a2b-bba8-cb76352ddf44,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::40a32ab4-6354-44a2-86b4-0570e8d3747d,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::40c8f001-ecbb-41dd-a6f6-595fdd5b3fcf,validation,-1,COUGHVID,,1,0,development
COUGHVID_UUID::4122c8f7-07e5-4c74-8993-c17157bd6c1b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::433ffd18-edab-43f6-8cc0-3745d3019cda,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::43517c5a-e8ee-49a1-9b28-c2d224300996,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::43795e89-f72e-4d3e-877d-a157fb169949,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::450dbdc0-e479-43a2-b3d2-8e51b8253649,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::45468c10-083b-4fea-9883-29a552edd30d,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::45582cb7-2ec8-453a-9f5d-57d0a7710fb8,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::46426fe2-df73-4109-81ec-e62b49d8b626,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::46a647cb-8f90-4020-affb-775bf931e775,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::47298691-1737-4d18-b301-b3526e935c1e,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::47566b56-c2aa-48d5-a0be-92506fc53eab,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::47b5e63d-17ff-4f39-a8d6-f1d711992913,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::48d078a6-6e5c-4e34-a562-3bd57d7688d6,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::48d2818d-b1ab-4f75-a9d3-5f3c6f0f55d0,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::48ff5e27-832e-4450-9ea5-288a0e6967db,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::49064a01-6e0f-45bd-8b1d-853438414e93,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::491018d6-fe1e-4b24-9c42-70971ec93615,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::494f9956-42e9-4cbf-803a-796e3bff2844,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::49c952bf-0654-4baa-a67f-363745f146de,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4a39216d-fdac-4a28-b2cc-367e39d098aa,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4a7e9409-6c01-4e9b-b248-9f610dd87f11,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4ac7d2c1-baed-47ba-83b0-27ca9b760583,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4b46da7b-b391-45f6-925a-9aa31eb5b58a,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4b89c5e2-1902-4497-af7a-1eda2630656b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4c9ce6f7-8ca8-41b9-8e18-8cd3de335c48,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4ced00fc-ff57-4a83-bc12-fc5876503c6f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4d230bec-1056-49ca-b274-c0825b924824,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4dba41ae-c9c3-4bf3-a5fb-8d8d2b8809c9,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4e39ad3e-5257-4356-b854-7fb48c6cd1f0,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4e9f4130-2954-4d29-adf5-d26768d3ead3,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4fb2ef80-dd57-4be0-afa6-866a8a5297bf,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::4fc9a8e3-909a-4e92-9621-d5e578817f21,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::508530cf-f788-49f9-9a31-943ea7fcf7b7,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5131b118-88df-4d26-90bb-85b726fe0b5a,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::523441aa-0d55-4878-9fe5-173d74b248d7,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::53cc0e66-5c68-43ea-84aa-b78bda14e0b0,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::53d69964-ae7d-4ccc-a297-91a9b21c772e,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5418a808-f17d-4985-a1eb-5d1ee3647cb0,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::54278a21-cc81-4fd6-a94b-7951f208137f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::54a04a7f-e343-48be-aed8-0654400d6309,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5557f2d3-acf7-4974-a78f-a7ae2b2c43e1,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::56225c4a-61b9-478c-a2c8-8d8d393908a0,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5711e007-399f-4293-bf70-32f027c17cc4,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5751a296-bed4-42b8-806b-829d5ec3d5f7,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::57b04ac6-2ce0-4417-9dc0-d9ff93fd00c5,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::57c25c39-f510-44e3-9ca0-0f694c81a440,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5806ea47-6382-4268-bc3b-2be28a600e15,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5830e2bb-5a49-4ec2-9b53-9c6727e54e1a,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::59889b4d-6132-43f2-8ffb-1f94fe4b3873,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5a229a4b-e0ae-478c-97d5-1963cb0ac690,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5aa4dae0-fe23-4eb2-9d62-e6016a1c9f8a,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5ac1a9c3-b135-4589-95dc-cf2a222265f8,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5b5baa97-50c4-4c11-8a60-a2b39c34e56b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5be10c89-4c9a-495e-8671-f445f51a3fe0,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5c4d833f-64ac-4ec0-82d9-3327020c870f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5c5a7244-a43c-4abf-bfe5-7f836f8ba269,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5c7dd012-e466-4862-95ab-7e3fb545a291,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5d29532f-943b-4726-aca8-21191eeba327,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::5e5bbcfe-9901-4fd8-9be7-d51ea7251cbe,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::605fdac6-4f20-450f-b3ec-5232c5173ae7,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::60ab1646-c540-4179-ae54-ca83767edff1,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::60c3afcc-fe9b-4d91-b713-0ab357d5c825,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::60c8c3f3-7a5f-4fdb-be90-335b3c078f08,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::614ea639-235d-4181-b43f-caa64f732cc3,validation,-1,COUGHVID,,1,0,development
COUGHVID_UUID::6157e4c8-3da4-4811-9b4e-3a88c55f6401,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::623ffc46-b297-4614-a11c-a6e52859b04a,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::630061cf-2920-4f16-b49b-de9dd4a9fe65,validation,-1,COUGHVID,,1,0,development
COUGHVID_UUID::636c468c-d6db-4a7d-8e0e-31c7f68baa49,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::641a25a8-413c-4a45-b74f-a46edc276724,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::64d7d0e6-715c-4fd2-a0e8-334122b61ff2,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::64ff0a57-3000-465e-b47c-82f326b28368,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::654a2bab-b45a-4042-bc07-554a59105bbd,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::65ba1f8c-b528-425e-b55f-2e132638fa39,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6604cf63-454a-4b13-9fc9-95eb74566e8e,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::664582dd-dbb1-4765-804b-79144ae16d53,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::668c6e03-edc6-45aa-98d1-429fe5bd92fa,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::67090bb0-377e-492c-9c49-8a608f50345d,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::671d5452-c6a5-456b-aac5-48ef5278f773,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6793221c-3716-4cbb-9eb0-58afe524e8b8,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::684c1be1-e790-4f4f-a84a-ab7834310c5b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::68ce6385-d861-42f4-bb68-8f4ba99c10f6,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::697d000f-b7ab-4bb8-bee7-2c9983976300,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6b265018-98b7-4e61-934a-74b2b0bebce9,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6c7796a6-0a17-469e-b692-21a292763b08,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6d194cdc-ba5a-40ba-8232-5bf150026c67,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6d2c407f-d8ea-4de1-bb74-c2b035bb006f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6d45e866-26cd-4c90-b538-8e3d74639f93,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6e777752-cb40-47dd-ae97-50bc73da4550,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6f8af1b2-641b-43db-95d5-7f765b36e840,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::6fe32e9d-c238-4cec-bc0d-215300d55bef,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::70049bd1-5f1b-42fe-8d8e-2ebf384cfca3,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::70bd76c5-bfc6-4a4d-9942-47588699c714,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7234b112-4ea3-43ab-89ad-c1fd9aa33a3b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7248b4b4-faa6-45bd-9136-3391604fd792,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::72dd3a5a-622a-4f94-aa17-b8142e82a944,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7330dd4d-3edf-43b4-a703-4d077c573fe9,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7336b77f-6873-4e2c-837d-2ef925a3d33e,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::738dc3d2-0455-4638-9193-21be56a7a964,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7410d015-7e98-40f9-9659-5f88559a2412,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::748142b3-0e0b-4975-b795-78267dbe4547,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::75be8a70-37fd-42ea-8daf-9ee78d1018a1,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::75fb0011-670e-4f7c-bed5-61a19f4665b3,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7668e116-b279-4ee0-90f6-dff5be2df938,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::76a03d41-09de-4d00-b1e6-0cedf0b3dbda,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7734d174-29f5-4612-8fc7-745b88796433,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7872c598-46e9-4bc5-804b-47c71b4be1ac,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::79221f97-e57f-476c-a8b1-57c65ff4e01c,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7981abda-eba4-4508-925d-596aa1da5497,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::79e8672c-fcd7-49ad-bbd7-1ad4a50d07e6,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7a985f89-ed5d-41e2-9f5d-8d8982508665,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7b5698cb-b713-4f6d-bb5f-6142b6f509a3,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7b7f6998-7f52-475f-8bbd-e76d80eafd91,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7bd5996c-f98d-46bc-be93-ca6e1139d838,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7c1b43d9-49f7-41ee-a347-2971c161ac7a,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7c48edd6-5800-4899-8f0a-c458c1b39e68,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7d1428e9-7241-482b-8dbd-95f43a57c694,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7e782166-6aa4-451c-9b01-afc57c43c3a1,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7ea60289-23f5-4a44-a581-cdfcee186f4f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7ec311f3-c48a-4b46-81dd-de4ffca3610c,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::7fc329ed-814a-44da-823c-ec2dc47a8228,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::805ca917-8545-4be1-90b5-d53e58f81c41,validation,-1,COUGHVID,,1,0,development
COUGHVID_UUID::80a05566-ac42-4c5c-82a5-4e21cb3ed772,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::811d96a7-e63f-4a8e-afc8-d8cef7bec7aa,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::81346647-f314-464a-8476-d6f581a1f829,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::81fb6f2b-8d5f-4563-ae2c-f0995c740757,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::821f8448-26e5-4f74-acbf-e5d5058eaa93,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::82879368-f357-4032-b87a-5268db64e247,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::83443b73-5740-4b3e-85ba-77e372fea63d,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::836a340f-3e5c-4ea7-8817-1586d27a7f7a,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::83e76c73-4e06-4e49-ae0d-354e2974745f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8564dea9-0622-45ea-abb7-26113c9a6eeb,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::85d0222c-3a14-473a-8823-c2216254444f,validation,-1,COUGHVID,,1,0,development
COUGHVID_UUID::861d08d1-8b10-40e3-afa0-710451936f11,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::86b4b29b-2c0f-40e3-9d37-644b492ea570,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::87ce9e3e-a222-4a51-87c0-c109cd79fd58,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::88498dd4-82ce-4430-9f7d-ca005a7c989e,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::88eed7b2-404d-4a3e-b18d-4eae00669b78,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::89bad459-b4f0-48ab-9907-28fe8f895800,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::89c97828-25b3-4957-8f2c-8da426e68d74,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8a37026e-32a9-4505-85f9-3c9dabccc284,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8ac2ef46-05fb-4f68-bb2d-ca5b1e51ed7f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8b531001-ce1f-4bda-824a-96feae72f770,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8b59b5d8-78bc-4654-b0ed-895480d38449,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8b96fd41-6fed-4862-a308-f8dc676ad101,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8c84dca8-93c6-45bd-853e-6ba5d03b2cad,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8c8bff30-d3ef-4308-9fea-09d958c12096,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8cd6b5c0-96b9-4572-9b3d-2caf91996483,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8e472a6f-87ea-4c25-af3f-7bda3db7399d,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::8fc1ec0d-4d46-4a76-a833-68763de21df1,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::9031d3b2-4019-403f-9c71-f387e6b60a82,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::909f7f8b-d304-4238-83b0-de0e4114d3e2,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::913c4ae7-9245-458d-9ea2-6a2fea6042f8,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::91c59a04-aeda-4233-adce-ac2f3d2212df,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::92307087-a106-4fd5-919a-a92b57ffd316,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::9255b8a3-43a2-4c4d-a858-9ddc45bb506b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::92adce4c-a061-401e-8f42-df05f0b44ec3,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::93833a6e-c67c-4c5f-9570-6f36ac22b9e6,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::941dd172-54e4-4d99-8f6a-73412ae06acb,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::9420ab0f-61bd-4567-a229-e93ff115785b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::94bfcb37-906f-4862-9c4e-69b5550e320e,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::9535fedb-ad1d-4d0d-969f-63b6400ebcb3,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::95677325-1a53-4792-bc6d-f2f707cfcb24,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::95dee56b-2ebb-48ec-acd7-2bb4ad631679,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::9668aedd-1d7b-48e7-86d1-7c00c67211ae,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::96d74d27-92ff-4886-b3a4-14e2d7886bfe,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::97c784f1-0322-45e1-9bb3-9a751ce1897b,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::981e8854-4893-4215-82c8-589142cb5ae8,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::9847b91f-6368-47af-8dbc-9ba177978890,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::98fb6294-d339-4c83-8ff5-2bbcf82e35e0,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::994914cd-7e11-4f1e-b2c2-a0111f32307f,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::9a5b90f0-06d5-4748-a260-e888ace7e53d,validation,-1,COUGHVID,,1,1,development
COUGHVID_UUID::9a80a95e-6d74-4d45-bfd0-62c3eb40471a,validation,-1,COUGHVID,,1,1,development
